,LMP_R1,LMP_R2,LMP_R3,LMP_R4,NML_genes.fpkm,PSO2_R1,PSO2_R2,PSO2_R3,PSO3_R1,PSO3_R2,PSO3_R3,PSO3_R4,
MIR4256,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4258,0,0,0,0,0,0,0,0,0,465.313,0,0,
MIR4261,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4262,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4264,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4266,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4267,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4268,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4269,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4270,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4271,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4272,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4274,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4275,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4276,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4277,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4278,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4279,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4280,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4281,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4282,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4284,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4285,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4287,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4288,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4289,0,0,0,0,0,0,0,0,0,0,0,0,
MIR429,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4290,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4291,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4294,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4295,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4296,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4298,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4299,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4300,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4301,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4302,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4303,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4304,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4305,0,0,0,0,0,0,296.039,0,0,0,0,0,
MIR4306,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4307,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4308,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4309,0,0,0,0,0,0,0,669.905,0,0,0,0,
MIR431,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4310,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4311,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4312,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4313,0,0,0,0,0,579.096,0,0,0,0,0,0,
MIR4316,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4317,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4318,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4319,0,0,0,0,0,0,0,0,0,0,0,0,
MIR432,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4320,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4322,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4323,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4325,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4326,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4327,0,0,0,0,0,0,0,0,481.812,0,0,0,
MIR4328,0,0,0,0,0,0,0,0,0,0,0,0,
MIR433,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4330,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4417,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4422,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4423,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4424,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4427,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4429,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4432,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4434,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4436B1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4436B2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4437,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4439,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4440,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4441,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4442,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4443,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4446,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4449,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4454,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4456,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4457,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4460,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4462,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4464,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4465,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4466,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4467,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4468,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4470,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4471,0,0,0,0,0,0,0,0,0,0,0,284.518,
MIR4472-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4472-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4473,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4474,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4475,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4476,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4478,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4479,0,0,0,0,0,0,0,0,0,0,0,0,
MIR448,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4482-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4483,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4484,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4486,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4488,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4490,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4491,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4492,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4493,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4497,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4498,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4499,0,0,0,0,0,0,0,0,0,0,0,0,
MIR449A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR449B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4500,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4503,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4505,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4508,0,0,0,0,0,0,0,0,0,0,0,0,
MIR450A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR450A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR450B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4510,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4513,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4514,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4515,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4516,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4519,0,0,0,0,0,0,0,0,0,0,0,0,
MIR451A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR451B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR452,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4520A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4520B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4521,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4522,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4523,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4524A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4524B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4526,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4529,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4530,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4531,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4532,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4533,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4534,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4535,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4536-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR454,0,0,0,0,0,0,0,0,0,0,177.234,0,
MIR4540,0,0,0,0,0,0,0,0,0,0,0,0,
MIR455,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4633,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4634,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4636,0,0,0,0,0,0,0,0,0,567.409,0,0,
MIR4638,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4642,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4643,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4644,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4650-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4650-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4651,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4652,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4653,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4654,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4655,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4656,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4659A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4659B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4660,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4661,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4663,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4665,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4667,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4669,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4670,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4671,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4672,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4673,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4674,0,0,0,0,0,0,0,0,0,633.938,0,0,
MIR4675,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4677,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4678,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4679-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4679-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4681,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4682,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4684,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4686,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4689,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4691,0,0,0,0,0,0,0,387.313,522.272,0,0,0,
MIR4692,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4693,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4694,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4695,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4696,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4698,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4699,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4703,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4705,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4706,444.155,0,0,0,64.6139,0,0,0,0,0,0,0,
MIR4708,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4710,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4711,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4713,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4714,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4716,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4717,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4718,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4719,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4720,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4725,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4726,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4727,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4729,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4731,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4732,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4733,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4734,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4735,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4736,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4738,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4739,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4740,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4743,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4744,0,0,0,0,0,0,0,0,474.548,0,0,0,
MIR4745,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4747,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4749,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4752,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4753,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4754,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4756,0,0,0,0,0,0,0,1124.67,0,0,0,0,
MIR4757,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4759,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4760,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4762,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4764,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4769,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4770,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4772,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4773-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4774,0,0,0,0,0,0,0,0,0,674.915,0,0,
MIR4776-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4778,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4779,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4780,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4781,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4783,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4784,608.66,0,0,0,0,907.454,0,0,0,0,0,2023.8,
MIR4785,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4787,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4788,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4789,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4790,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4791,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4792,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4795,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4796,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4797,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4798,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4799,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4801,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4802,0,0,0,0,0,0,0,0,0,0,0,0,
MIR4803,0,0,0,0,0,0,0,0,0,0,0,0,
MIR483,0,0,0,0,0,0,0,0,0,0,0,0,
MIR485,0,0,0,0,0,0,0,0,0,0,0,0,
MIR486,0,0,0,0,0,0,0,0,0,0,0,0,
MIR487A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR487B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR488,0,0,0,0,0,0,0,0,0,0,0,0,
MIR489,0,0,0,0,0,0,0,0,0,0,0,0,
MIR490,0,0,0,0,0,0,0,0,0,0,0,0,
MIR491,0,0,0,0,0,0,0,0,0,0,0,0,
MIR493,0,0,0,0,0,0,0,0,0,0,0,0,
MIR494,0,0,0,0,0,0,0,0,0,0,0,0,
MIR495,0,0,0,0,0,0,0,0,0,0,0,0,
MIR496,0,0,0,0,0,0,0,0,0,0,0,0,
MIR497,0,0,0,0,0,0,0,0,0,0,0,0,
MIR498,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5000,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5002,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5003,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5007,0,0,0,0,0,0,0,0,0,279.063,0,0,
MIR5008,0,0,0,0,0,0,0,0,0,0,0,0,
MIR500A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR500B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR501,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5011,0,0,0,0,0,0,0,0,0,0,0,0,
MIR502,0,0,0,0,0,0,0,0,0,0,0,0,
MIR503,0,0,0,0,0,0,0,0,0,0,0,0,
MIR504,0,0,0,0,0,0,0,0,0,0,0,0,
MIR505,0,0,0,0,0,0,0,0,0,0,0,0,
MIR506,0,0,0,0,0,0,0,0,0,0,0,0,
MIR507,0,0,0,0,0,0,0,0,0,0,0,0,
MIR508,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5088,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5089,0,0,0,0,0,0,0,0,0,0,0,0,
MIR509-3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5091,0,346.621,0,0,0,0,0,0,0,0,0,0,
MIR5092,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5093,0,0,0,0,0,0,0,0,0,0,0,0,
MIR510,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5100,0,0,0,0,0,0,0,0,0,0,0,0,
MIR511-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR511-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR514A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR514A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR514A3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR514B,0,0,0,0,0,0,0,0,0,0,0,564.816,
MIR515-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR515-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR516A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR516A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR516B1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR516B2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR517A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR517B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR517C,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5186,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5188,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5189,0,0,0,0,0,0,0,0,0,0,0,0,
MIR518A1,0,0,0,0,0,0,0,0,0,481.539,0,357.259,
MIR518A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR518B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR518C,0,0,0,0,0,0,0,0,0,0,0,0,
MIR518D,0,0,0,0,0,0,0,0,0,512.509,0,0,
MIR518E,0,0,0,0,0,0,0,0,0,0,0,0,
MIR518F,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5191,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5192,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5194,0,0,0,0,0,0,113.325,0,83.8818,0,0,0,
MIR5197,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519C,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519D,0,0,0,0,0,0,0,0,0,0,0,0,
MIR519E,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520C,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520D,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520E,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520F,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520G,0,0,0,0,0,0,0,0,0,0,0,0,
MIR520H,0,0,0,0,0,0,0,0,0,0,0,0,
MIR521-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR521-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR522,0,0,0,0,0,0,0,0,0,0,0,0,
MIR523,0,0,0,0,0,0,0,0,0,0,0,0,
MIR524,0,0,0,0,0,0,0,0,0,0,0,0,
MIR525,0,0,0,0,0,0,0,0,0,0,0,0,
MIR526A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR526A2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR526B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR527,0,0,0,0,0,0,0,0,0,0,0,0,
MIR532,0,0,0,0,0,0,0,0,0,0,0,0,
MIR539,0,0,0,0,0,0,0,0,0,0,0,0,
MIR541,0,0,0,0,0,0,0,0,0,0,0,0,
MIR542,0,0,0,0,0,0,0,0,0,287.61,0,0,
MIR543,0,0,0,0,0,0,0,0,0,0,0,0,
MIR545,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548A3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AA2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AD,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AJ2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AL,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AQ,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AS,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AU,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548AV,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548C,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548D2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548F4,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548I2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548I3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548I4,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548J,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548K,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548M,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548Q,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548X,0,0,0,0,0,0,0,0,0,0,0,0,
MIR548Y,0,0,0,0,0,0,0,0,0,0,0,0,
MIR549,0,0,0,0,0,0,0,0,0,0,0,0,
MIR550A1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR550A3,0,0,0,0,0,0,0,0,0,0,0,0,
MIR550B2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR551A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR551B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR553,0,0,0,0,0,0,0,0,0,0,0,0,
MIR554,0,0,0,0,0,0,0,0,0,0,0,0,
MIR556,0,0,0,0,0,0,0,0,0,0,0,0,
MIR557,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5579,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5580,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5581,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5582,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5583-1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5583-2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5584,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5586,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5587,0,0,0,0,0,0,0,0,0,0,0,0,
MIR559,0,0,0,0,0,0,0,0,0,0,0,0,
MIR561,0,0,0,0,0,0,0,0,0,0,0,0,
MIR563,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5680,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5681A,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5681B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5684,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5685,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5688,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5689,0,0,0,0,0,0,0,0,0,0,0,0,
MIR569,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5691,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5692B,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5692C1,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5692C2,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5693,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5695,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5696,0,0,0,0,0,0,0,0,0,0,0,796.092,
MIR5698,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5699,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5700,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5702,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5704,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5705,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5707,0,0,0,0,0,0,0,0,0,0,0,0,
MIR5708,0,0,0,0,0,0,0,0,0,410.333,0,0,
MIR572,0,0,0,0,0,0,0,0,0,0,0,0,
MIR573,0,0,0,0,0,0,0,0,0,0,0,0,
MIR574,0,0,0,0,0,0,0,0,0,0,0,0,
MIR575,0,0,0,0,0,0,0,0,0,0,0,0,
MIR577,0,0,0,0,0,0,0,0,0,240.825,0,0,
MIR578,0,0,0,0,0,0,0,0,0,0,0,0,
MIR580,0,0,0,0,0,0,0,0,0,0,0,522.017,
MIR583,0,0,0,0,0,0,0,0,0,0,0,0,
MIR585,0,0,0,0,0,0,0,0,0,0,0,0,
MIR586,0,0,0,0,0,0,0,0,0,0,0,0,
MIR589,220.19,0,0,0,0,0,0,0,0,0,0,0,
MIR590,0,0,0,0,0,0,0,0,0,0,0,0,
MIR591,0,0,0,0,0,0,0,0,0,0,0,0,
MIR592,0,0,0,0,0,0,0,0,0,286.271,0,0,
MIR593,0,0,0,0,0,0,0,0,0,0,0,0,
